connection_name,field_type,project,model,explore,view,view_label,name,hidden,label,label_short,description,sql,ftype,value_format,source
nfl,measures,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.avg_40,False,Combinetest Avg 40,Avg 40,None,"NULLIF(${TABLE}.fortyyd,0) ",average,0.00,combinetest.view.lkml
nfl,measures,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.count,False,Combinetest Count,Count,None,None,count,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.arms,False,Combinetest Arms,Arms,None,${TABLE}.arms ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.bench,False,Combinetest Bench,Bench,None,"NULLIF(${TABLE}.bench,0) ",number,0.00,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.broad,False,Combinetest Broad,Broad,None,"NULLIF(${TABLE}.broad,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.college,False,Combinetest College,College,None,${TABLE}.college ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.firstname,False,Combinetest Firstname,Firstname,None,${TABLE}.firstname ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.fortyyd,False,Combinetest Fortyyd,Fortyyd,None,"NULLIF(${TABLE}.fortyyd,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.hands,False,Combinetest Hands,Hands,None,${TABLE}.hands ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.heightfeet,False,Combinetest Heightfeet,Heightfeet,None,${TABLE}.heightfeet ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.heightinches,False,Combinetest Heightinches,Heightinches,None,${TABLE}.heightinches ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.heightinchestotal,False,Combinetest Heightinchestotal,Heightinchestotal,None,${TABLE}.heightinchestotal ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.lastname,False,Combinetest Lastname,Lastname,None,${TABLE}.lastname ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.name,False,Combinetest Name,Name,None,${TABLE}.name ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.nflgrade,False,Combinetest Nflgrade,Nflgrade,None,${TABLE}.nflgrade ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.pick,False,Combinetest Pick,Pick,None,${TABLE}.pick ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.pickround,False,Combinetest Pickround,Pickround,None,${TABLE}.pickround ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.picktotal,False,Combinetest Picktotal,Picktotal,None,${TABLE}.picktotal ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.position,False,Combinetest Position,Position,None,${TABLE}.position ,string,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.round,False,Combinetest Round,Round,None,${TABLE}.round ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.tenyd,False,Combinetest Tenyd,Tenyd,None,"NULLIF(${TABLE}.tenyd,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.threecone,False,Combinetest Threecone,Threecone,None,"NULLIF(${TABLE}.threecone,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.twentyss,False,Combinetest Twentyss,Twentyss,None,"NULLIF(${TABLE}.twentyss,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.twentyyd,False,Combinetest Twentyyd,Twentyyd,None,"NULLIF(${TABLE}.twentyyd,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.vertical,False,Combinetest Vertical,Vertical,None,"NULLIF(${TABLE}.vertical,0) ",number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.weight,False,Combinetest Weight,Weight,None,${TABLE}.weight ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.wonderlic,False,Combinetest Wonderlic,Wonderlic,None,${TABLE}.wonderlic ,number,None,combinetest.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,combinetest,combinetest,Combinetest,combinetest.year,False,Combinetest Year,Year,None,${TABLE}.year ,number,None,combinetest.view.lkml
nfl,measures,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.count,False,Pbp2016 Count,Count,None,None,count,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.challenger,False,Pbp2016 Challenger,Challenger,None,${TABLE}.Challenger ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.defense_team,False,Pbp2016 Defense Team,Defense Team,None,${TABLE}.DefenseTeam ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.description,False,Pbp2016 Description,Description,None,${TABLE}.Description ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.down,False,Pbp2016 Down,Down,None,${TABLE}.Down ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.formation,False,Pbp2016 Formation,Formation,None,${TABLE}.Formation ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.game_date,False,Pbp2016 Game Date,Game Date,None,${TABLE}.GameDate ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.game_id,False,Pbp2016 Game ID,Game ID,None,${TABLE}.GameId ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_challenge,False,Pbp2016 Is Challenge,Is Challenge,None,${TABLE}.IsChallenge ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_challenge_reversed,False,Pbp2016 Is Challenge Reversed,Is Challenge Reversed,None,${TABLE}.IsChallengeReversed ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_fumble,False,Pbp2016 Is Fumble,Is Fumble,None,${TABLE}.IsFumble ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_incomplete,False,Pbp2016 Is Incomplete,Is Incomplete,None,${TABLE}.IsIncomplete ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_interception,False,Pbp2016 Is Interception,Is Interception,None,${TABLE}.IsInterception ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_measurement,False,Pbp2016 Is Measurement,Is Measurement,None,${TABLE}.IsMeasurement ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_no_play,False,Pbp2016 Is No Play,Is No Play,None,${TABLE}.IsNoPlay ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_pass,False,Pbp2016 Is Pass,Is Pass,None,${TABLE}.IsPass ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_penalty,False,Pbp2016 Is Penalty,Is Penalty,None,${TABLE}.IsPenalty ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_penalty_accepted,False,Pbp2016 Is Penalty Accepted,Is Penalty Accepted,None,${TABLE}.IsPenaltyAccepted ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_rush,False,Pbp2016 Is Rush,Is Rush,None,${TABLE}.IsRush ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_sack,False,Pbp2016 Is Sack,Is Sack,None,${TABLE}.IsSack ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_touchdown,False,Pbp2016 Is Touchdown,Is Touchdown,None,${TABLE}.IsTouchdown ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_two_point_conversion,False,Pbp2016 Is Two Point Conversion,Is Two Point Conversion,None,${TABLE}.IsTwoPointConversion ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.is_two_point_conversion_successful,False,Pbp2016 Is Two Point Conversion Successful,Is Two Point Conversion Successful,None,${TABLE}.IsTwoPointConversionSuccessful ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.minute,False,Pbp2016 Minute,Minute,None,${TABLE}.Minute ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.next_score,False,Pbp2016 Next Score,Next Score,None,${TABLE}.NextScore ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.offense_team,False,Pbp2016 Offense Team,Offense Team,None,${TABLE}.OffenseTeam ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.pass_type,False,Pbp2016 Pass Type,Pass Type,None,${TABLE}.PassType ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.penalty_team,False,Pbp2016 Penalty Team,Penalty Team,None,${TABLE}.PenaltyTeam ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.penalty_type,False,Pbp2016 Penalty Type,Penalty Type,None,${TABLE}.PenaltyType ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.penalty_yards,False,Pbp2016 Penalty Yards,Penalty Yards,None,${TABLE}.PenaltyYards ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.play_type,False,Pbp2016 Play Type,Play Type,None,${TABLE}.PlayType ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.quarter,False,Pbp2016 Quarter,Quarter,None,${TABLE}.Quarter ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.rush_direction,False,Pbp2016 Rush Direction,Rush Direction,None,${TABLE}.RushDirection ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.season_year,False,Pbp2016 Season Year,Season Year,None,${TABLE}.SeasonYear ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.second,False,Pbp2016 Second,Second,None,${TABLE}.Second ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.series_first_down,False,Pbp2016 Series First Down,Series First Down,None,${TABLE}.SeriesFirstDown ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.team_win,False,Pbp2016 Team Win,Team Win,None,${TABLE}.TeamWin ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.to_go,False,Pbp2016 To Go,To Go,None,${TABLE}.ToGo ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.yard_line,False,Pbp2016 Yard Line,Yard Line,None,${TABLE}.YardLine ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.yard_line_direction,False,Pbp2016 Yard Line Direction,Yard Line Direction,None,${TABLE}.YardLineDirection ,string,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.yard_line_fixed,False,Pbp2016 Yard Line Fixed,Yard Line Fixed,None,${TABLE}.YardLineFixed ,number,None,pbp2016.view.lkml
nfl,dimensions,nfl_combine,nfl_combine,pbp2016,pbp2016,Pbp2016,pbp2016.yards,False,Pbp2016 Yards,Yards,None,${TABLE}.Yards ,number,None,pbp2016.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.average_salary,False,Hr Data Average Salary,Average Salary,None,${salary},average,"$#,##0",hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.average_years_employed,False,Hr Data Average Years Employed,Average Years Employed,None,${years_employed},average,None,hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.count,False,Hr Data Count,Count,None,None,count,None,hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.distinct_department_count,False,Hr Data Distinct Department Count,Distinct Department Count,None,${department},count_distinct,None,hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.distinct_salary_count,False,Hr Data Distinct Salary Count,Distinct Salary Count,None,${salary},count_distinct,None,hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.total_money,False,Hr Data Total Money,Total Money,None,${salary},sum,"$#,##0",hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.total_years_employed,False,Hr Data Total Years Employed,Total Years Employed,None,${years_employed},sum,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.department,False,Hr Data Department,Department,None,${TABLE}.department,string,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.employee_number,False,Hr Data Employee Number,Employee Number,None,${TABLE}.employee_number,number,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.gender,False,Hr Data Gender,Gender,None,${TABLE}.gender,string,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.hired_year,False,Hr Data Hired Year,Hired Year,None,${TABLE}.hired_year,number,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.name,False,Hr Data Name,Name,None,${TABLE}.name,string,None,hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.salary,False,Hr Data Salary,Salary,None,"coalesce(${TABLE}.salary,0)",number,"$#,##0",hr_data.view.lkml
test,dimensions,symmetric_aggregates,looker_training,hr_data,hr_data,Hr Data,hr_data.years_employed,False,Hr Data Years Employed,Years Employed,None,"coalesce(cast(extract(year from current_date) - ${hired_year} as integer),0)",number,None,hr_data.view.lkml
test,measures,symmetric_aggregates,looker_training,order,customers,Customers,customers.count,False,Customers Count,Count,None,None,count_distinct,None,symmetric_aggregates.view.lkml
test,measures,symmetric_aggregates,looker_training,order,customers,Customers,customers.sum_visits,False,Customers Sum Visits,Sum Visits,None,${visits} ,sum_distinct,None,symmetric_aggregates.view.lkml
test,measures,symmetric_aggregates,looker_training,order,order,Order,order.count,False,Order Count,Count,None,None,count,None,symmetric_aggregates.view.lkml
test,measures,symmetric_aggregates,looker_training,order,order,Order,order.sum_amount,False,Order Sum Amount,Sum Amount,None,${amount} ,sum,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,customers,Customers,customers.customer_id,False,Customers Customer ID,Customer ID,None,${TABLE}.customer_id,number,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,customers,Customers,customers.first_name,False,Customers First Name,First Name,None,${TABLE}.first_name,string,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,customers,Customers,customers.last_name,False,Customers Last Name,Last Name,None,${TABLE}.last_name,string,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,customers,Customers,customers.visits,False,Customers Visits,Visits,None,${TABLE}.visits,number,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,order,Order,order.amount,False,Order Amount,Amount,None,"coalesce(${TABLE}.amount,0)",number,"$#,##0",symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,order,Order,order.customer_id,False,Order Customer ID,Customer ID,None,${TABLE}.customer_id,number,None,symmetric_aggregates.view.lkml
test,dimensions,symmetric_aggregates,looker_training,order,order,Order,order.order_id,False,Order Order ID,Order ID,None,${TABLE}.order_id,number,None,symmetric_aggregates.view.lkml
thelook,measures,demo,ecommerce,events,events,Events,events.count,False,Events Count,Count,None,None,count,None,events.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.count,False,Users Count,Count,None,None,count_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.count_distinct_ages,False,Users Count Distinct Ages,Count Distinct Ages,None,${age},count_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.count_distinct_users_age,False,Users Count Distinct Users Age,Count Distinct Users Age,None,${age},count_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.count_users_signup_last_30_days,False,Users Count Users Signup Last 30 Days,Count Users Signup Last 30 Days,None,None,count_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.count_users_under_30,False,Users Count Users Under 30,Count Users Under 30,None,None,count_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.num_orders_active_measure,False,Users Num Orders Active Measure,Num Orders Active Measure,None,${age},sum_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.slot_maximum_actual_measure,False,Users Slot Maximum Actual Measure,Slot Maximum Actual Measure,None,${age} +1  ,sum_distinct,None,users.view.lkml
thelook,measures,demo,ecommerce,events,users,Users,users.utilization,False,Users Utilization,Utilization,None,CASE WHEN ${count_users_under_30}=0 THEN 0 ELSE ${num_orders_active_measure}/${slot_maximum_actual_measure} end,number,0.00%,users.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.created_date,False,Events Created Date,Created Date,None,${TABLE}.created_at ,date_date,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.created_month,False,Events Created Month,Created Month,None,${TABLE}.created_at ,date_month,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.created_time,False,Events Created Time,Created Time,None,${TABLE}.created_at ,date_time,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.created_week,False,Events Created Week,Created Week,None,${TABLE}.created_at ,date_week,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.id,False,Events ID,ID,None,${TABLE}.id_2 ,number,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.type_id,False,Events Type ID,Type ID,None,${TABLE}.type ,number,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.user_id,False,Events User ID,User ID,None,${TABLE}.user_id ,number,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,events,Events,events.value,False,Events Value,Value,None,${TABLE}.value ,string,None,events.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.age,False,Users ,,None,${TABLE}.age ,number,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.city,False,Users   City ,  City ,None,${TABLE}.city ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.age_tier,False,Users Age Tier,Age Tier,None,${age},tier,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.country,False,Users Country,Country,None,${TABLE}.country ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_date,False,Users Created Date,Created Date,None,${TABLE}.created_at ,date_date,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_day_of_week,False,Users Created Day of Week,Created Day of Week,None,${TABLE}.created_at ,date_day_of_week,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_day_of_week_index,False,Users Created Day of Week Index,Created Day of Week Index,None,${TABLE}.created_at ,date_day_of_week_index,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_month,False,Users Created Month,Created Month,None,${TABLE}.created_at ,date_month,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_second,False,Users Created Second,Created Second,None,${TABLE}.created_at ,date_second,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_time,False,Users Created Time,Created Time,None,${TABLE}.created_at ,date_time,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.created_week,False,Users Created Week,Created Week,None,${TABLE}.created_at ,date_week,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.email,False,Users Email,Email,None,${TABLE}.email ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.first_name,False,Users First Name,First Name,None,${TABLE}.first_name ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.gender,False,Users Gender,Gender,None,${TABLE}.gender ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.id,True,Users ID,ID,None,${TABLE}.id ,number,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.is_signup_diff_less_30,True,Users Is Signup Diff Less 30 (Yes / No),Is Signup Diff Less 30 (Yes / No),None,${signup_diff} < 30 ,yesno,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.is_user_under_30,False,Users Is User Under 30 (Yes / No),Is User Under 30 (Yes / No),None,${age} < 30 ,yesno,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.last_name,False,Users Last Name,Last Name,None,${TABLE}.last_name ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.pseudo_primary,False,Users Pseudo Primary,Pseudo Primary,None,CONCAT(${TABLE}.city) ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.signup_diff,True,Users Signup Diff,Signup Diff,None,"DATEDIFF(NOW(),${created_date}) ",number,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.state,False,Users State,State,None,${TABLE}.state ,string,None,users.view.lkml
thelook,dimensions,demo,ecommerce,events,users,Users,users.zip,False,Users Zip,Zip,None,${TABLE}.zip ,number,None,users.view.lkml
thelook,measures,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.avg_lifetime_revenue_by_user,False,User Orders Facts Avg Lifetime Revenue By User,Avg Lifetime Revenue By User,None,${lifetime_revenue} ,average,None,user_orders_facts.view.lkml
thelook,measures,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.count,False,User Orders Facts Count,Count,None,None,count,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.first_order,False,User Orders Facts First Order,First Order,None,${TABLE}.first_order ,string,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.latest_order_date,False,User Orders Facts Latest Order Date,Latest Order Date,None,${TABLE}.latest_order ,date_date,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.latest_order_month,False,User Orders Facts Latest Order Month,Latest Order Month,None,${TABLE}.latest_order ,date_month,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.latest_order_week,False,User Orders Facts Latest Order Week,Latest Order Week,None,${TABLE}.latest_order ,date_week,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.latest_order_year,False,User Orders Facts Latest Order Year,Latest Order Year,None,${TABLE}.latest_order ,date_year,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.lifetime_orders,False,User Orders Facts Lifetime Orders,Lifetime Orders,None,${TABLE}.lifetime_orders ,number,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.lifetime_revenue,False,User Orders Facts Lifetime Revenue,Lifetime Revenue,None,${TABLE}.lifetime_revenue ,number,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.number_of_distinct_months_with_orders,False,User Orders Facts Number of Distinct Months with Orders,Number of Distinct Months with Orders,None,${TABLE}.number_of_distinct_months_with_orders ,number,None,user_orders_facts.view.lkml
thelook,dimensions,demo,ecommerce,user_orders_facts,user_orders_facts,User Orders Facts,user_orders_facts.user_id,False,User Orders Facts User ID,User ID,None,${TABLE}.user_id ,number,None,user_orders_facts.view.lkml
thelook,measures,demo,ecommerce,inventory_items,inventory_items,Inventory Items,inventory_items.count,False,Inventory Items Count,Count,None,None,count,None,inventory_items.view.lkml
thelook,measures,demo,ecommerce,inventory_items,inventory_items,Inventory Items,inventory_items.total_cost,False,Inventory Items Total Cost,Total Cost,None,${cost}/0.001 ,sum,$#.000;($#.000),inventory_items.view.lkml
thelook,measures,demo,ecommerce,inventory_items,products,Products,products.count,False,Products Count,Count,None,None,count_distinct,None,products.view.lkml
